"milk_homogenized","organic"
"milk_homogenized","creature_resources"
"milk_homogenized","creature_food"
"milk_homogenized","milk"
"milk_domesticated_corellia","organic"
"milk_domesticated_corellia","creature_resources"
"milk_domesticated_corellia","creature_food"
"milk_domesticated_corellia","milk"
"milk_domesticated_corellia","milk_domesticated"
"milk_domesticated_dantooine","organic"
"milk_domesticated_dantooine","creature_resources"
"milk_domesticated_dantooine","creature_food"
"milk_domesticated_dantooine","milk"
"milk_domesticated_dantooine","milk_domesticated"
"milk_domesticated_dathomir","organic"
"milk_domesticated_dathomir","creature_resources"
"milk_domesticated_dathomir","creature_food"
"milk_domesticated_dathomir","milk"
"milk_domesticated_dathomir","milk_domesticated"
"milk_domesticated_endor","organic"
"milk_domesticated_endor","creature_resources"
"milk_domesticated_endor","creature_food"
"milk_domesticated_endor","milk"
"milk_domesticated_endor","milk_domesticated"
"milk_domesticated_hoth","organic"
"milk_domesticated_hoth","creature_resources"
"milk_domesticated_hoth","creature_food"
"milk_domesticated_hoth","milk"
"milk_domesticated_hoth","milk_domesticated"
"milk_domesticated_kaas","organic"
"milk_domesticated_kaas","creature_resources"
"milk_domesticated_kaas","creature_food"
"milk_domesticated_kaas","milk"
"milk_domesticated_kaas","milk_domesticated"
"milk_domesticated_lok","organic"
"milk_domesticated_lok","creature_resources"
"milk_domesticated_lok","creature_food"
"milk_domesticated_lok","milk"
"milk_domesticated_lok","milk_domesticated"
"milk_domesticated_mandalore","organic"
"milk_domesticated_mandalore","creature_resources"
"milk_domesticated_mandalore","creature_food"
"milk_domesticated_mandalore","milk"
"milk_domesticated_mandalore","milk_domesticated"
"milk_domesticated_naboo","organic"
"milk_domesticated_naboo","creature_resources"
"milk_domesticated_naboo","creature_food"
"milk_domesticated_naboo","milk"
"milk_domesticated_naboo","milk_domesticated"
"milk_domesticated_rori","organic"
"milk_domesticated_rori","creature_resources"
"milk_domesticated_rori","creature_food"
"milk_domesticated_rori","milk"
"milk_domesticated_rori","milk_domesticated"
"milk_domesticated_talus","organic"
"milk_domesticated_talus","creature_resources"
"milk_domesticated_talus","creature_food"
"milk_domesticated_talus","milk"
"milk_domesticated_talus","milk_domesticated"
"milk_domesticated_tatooine","organic"
"milk_domesticated_tatooine","creature_resources"
"milk_domesticated_tatooine","creature_food"
"milk_domesticated_tatooine","milk"
"milk_domesticated_tatooine","milk_domesticated"
"milk_domesticated_yavin4","organic"
"milk_domesticated_yavin4","creature_resources"
"milk_domesticated_yavin4","creature_food"
"milk_domesticated_yavin4","milk"
"milk_domesticated_yavin4","milk_domesticated"
"milk_wild_corellia","organic"
"milk_wild_corellia","creature_resources"
"milk_wild_corellia","creature_food"
