craftArmorPersonalGroupA,object/draft_schematic/slicing/slicing_armor_upgrade_kit.iff
craftArmorPersonalGroupA,object/draft_schematic/armor/armor_segment_zam.iff
craftArmorPersonalGroupA,object/draft_schematic/clothing/clothing_armor_zam_belt.iff
craftArmorPersonalGroupA,object/draft_schematic/clothing/clothing_armor_zam_boots.iff
craftArmorPersonalGroupA,object/draft_schematic/clothing/clothing_armor_zam_chest.iff
craftArmorPersonalGroupA,object/draft_schematic/clothing/clothing_armor_zam_gloves.iff
craftArmorPersonalGroupA,object/draft_schematic/clothing/clothing_armor_zam_helmet.iff
craftArmorPersonalGroupA,object/draft_schematic/clothing/clothing_armor_zam_pants.iff
craftArmorPersonalGroupB,object/draft_schematic/armor/armor_segment.iff
craftArmorPersonalGroupB,object/draft_schematic/armor/armor_segment_chitin.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_chitin_bicep_l.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_chitin_bicep_r.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_chitin_boots.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_chitin_bracer_l.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_chitin_bracer_r.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_chitin_chest.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_chitin_gloves.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_chitin_helmet.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_chitin_leggings.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_ithorian_guardian_bicep_l.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_ithorian_guardian_bicep_r.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_ithorian_guardian_boots.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_ithorian_guardian_bracer_l.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_ithorian_guardian_bracer_r.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_ithorian_guardian_chest.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_ithorian_guardian_gloves.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_ithorian_guardian_helmet.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_ithorian_guardian_leggings.iff
craftArmorPersonalGroupB,object/draft_schematic/armor/armor_segment_kashyyykian_ceremonial.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_kashyyykian_ceremonial_chest.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_kashyyykian_ceremonial_leggings.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_kashyyykian_ceremonial_bracer_l.iff
craftArmorPersonalGroupB,object/draft_schematic/clothing/clothing_armor_kashyyykian_ceremonial_bracer_r.iff
craftArmorPersonalGroupC,object/draft_schematic/armor/armor_segment_padded.iff
craftArmorPersonalGroupC,object/draft_schematic/clothing/clothing_armor_tantel_boots.iff
craftArmorPersonalGroupC,object/draft_schematic/clothing/clothing_armor_tantel_chest.iff
craftArmorPersonalGroupC,object/draft_schematic/clothing/clothing_armor_tantel_helmet.iff
craftArmorPersonalGroupC,object/draft_schematic/armor/armor_segment_bone_advanced.iff
craftArmorPersonalGroupC,object/draft_schematic/armor/armor_segment_zam_advanced.iff
craftArmorPersonalGroupC,object/draft_schematic/armor/armor_segment_kashyyykian_black_mtn.iff
craftArmorPersonalGroupD,object/draft_schematic/armor/armor_segment_ubese.iff
craftArmorPersonalGroupD,object/draft_schematic/clothing/clothing_armor_ubese_bandolier.iff
craftArmorPersonalGroupD,object/draft_schematic/clothing/clothing_armor_ubese_boots.iff
craftArmorPersonalGroupD,object/draft_schematic/clothing/clothing_armor_ubese_bracer_l.iff
craftArmorPersonalGroupD,object/draft_schematic/clothing/clothing_armor_ubese_bracer_r.iff
craftArmorPersonalGroupD,object/draft_schematic/clothing/clothing_armor_ubese_gloves.iff
craftArmorPersonalGroupD,object/draft_schematic/clothing/clothing_armor_ubese_helmet.iff
craftArmorPersonalGroupD,object/draft_schematic/clothing/clothing_armor_ubese_jacket.iff
